,PlaylistID,Song,SongURI,PreviewLink,Album,Artist,Genres,BigAlbumArt,SmallAlbumArt,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,TimeSignature
304,37i9dQZF1E8PfgKraZNXwN,Different Now,spotify:track:0E1I6kwic9XnAfOdjPzRHS,https://p.scdn.co/mp3-preview/817afd0882bfb5338a3f47c78a9ac5eeed2fdfa2?cid=8ea9544c774649e49a2c2e41feb74396,I Used to Spend So Much Time Alone,Chastity Belt,[],https://i.scdn.co/image/ab67616d00001e026ffba5d626da9bd6528e22f7,https://i.scdn.co/image/ab67616d000048516ffba5d626da9bd6528e22f7,0.646,0.695,5,-7.055,1,0.0297,0.117,0.000935,0.103,0.36,124.801,228806,4
305,37i9dQZF1E8PfgKraZNXwN,Feels Like Heaven,spotify:track:2fJYQzkambQiKMWnSLAdte,https://p.scdn.co/mp3-preview/9275fdfb53cc87946be099a10a869b0e02b4cfa9?cid=8ea9544c774649e49a2c2e41feb74396,Dedicated to Bobby Jameson,Ariel Pink,[],https://i.scdn.co/image/ab67616d00001e0232476b84d0fa60f0326653bb,https://i.scdn.co/image/ab67616d0000485132476b84d0fa60f0326653bb,0.476,0.847,2,-3.863,1,0.0439,0.0481,9.39e-05,0.175,0.442,121.247,196107,4
306,37i9dQZF1E8PfgKraZNXwN,Hysteric,spotify:track:0sYM2UAQhOvrFGj9C3HARt,https://p.scdn.co/mp3-preview/989eddf5e3b610d15cbd857634240a4cebc0e4b3?cid=8ea9544c774649e49a2c2e41feb74396,It's Blitz!,Yeah Yeah Yeahs,[],https://i.scdn.co/image/ab67616d00001e0254cea3f43f17b2ee901c7c7f,https://i.scdn.co/image/ab67616d0000485154cea3f43f17b2ee901c7c7f,0.573,0.674,10,-6.537,1,0.0277,0.000228,0.169,0.103,0.385,132.036,230347,4
307,37i9dQZF1E8PfgKraZNXwN,Loading Zones,spotify:track:0Z6W8GqZLM7DmgKp2jY6Pd,https://p.scdn.co/mp3-preview/6763ab68fdf29dc314ed7ef1fcfffcc43b1dd7d3?cid=8ea9544c774649e49a2c2e41feb74396,Bottle It In,Kurt Vile,[],https://i.scdn.co/image/ab67616d00001e0264851db4829c72c49df6efb5,https://i.scdn.co/image/ab67616d0000485164851db4829c72c49df6efb5,0.525,0.846,4,-4.638,0,0.0302,0.0263,0.000985,0.0764,0.757,112.22,203133,4
308,37i9dQZF1E8PfgKraZNXwN,New Slang - 2021 Remaster,spotify:track:0NslHuacjxQYfUTOW3HCIV,https://p.scdn.co/mp3-preview/fe6304a496f32bcbe6f80974abd4cd6df52caffc?cid=8ea9544c774649e49a2c2e41feb74396,"Oh, Inverted World (20th Anniversary Remaster)",The Shins,[],https://i.scdn.co/image/ab67616d00001e024205b816277c7f9dba098d28,https://i.scdn.co/image/ab67616d000048514205b816277c7f9dba098d28,0.67,0.403,0,-10.623,1,0.031,0.753,0.0903,0.0858,0.622,129.984,230867,4
309,37i9dQZF1E8PfgKraZNXwN,What a Pleasure,spotify:track:3FwuOIr8dkrzdAOMUM6sOe,https://p.scdn.co/mp3-preview/c9c83a2aeae2033e8614a2fa28a217f297632764?cid=8ea9544c774649e49a2c2e41feb74396,What a Pleasure,Beach Fossils,[],https://i.scdn.co/image/ab67616d00001e02e30487238255efa381d100ab,https://i.scdn.co/image/ab67616d00004851e30487238255efa381d100ab,0.523,0.938,2,-4.362,1,0.0652,0.000176,0.929,0.32,0.877,152.009,152685,4
310,37i9dQZF1E8PfgKraZNXwN,Talking Straight,spotify:track:0pAe3wp6qI0q3BrpQo6nFa,https://p.scdn.co/mp3-preview/844c1ffd97dd41477dcad5290e562b90446c4eda?cid=8ea9544c774649e49a2c2e41feb74396,Hope Downs,Rolling Blackouts Coastal Fever,[],https://i.scdn.co/image/ab67616d00001e0246657e3c4403688076c94b94,https://i.scdn.co/image/ab67616d0000485146657e3c4403688076c94b94,0.336,0.784,2,-4.822,1,0.0406,0.000527,0.574,0.0957,0.607,85.687,224526,4
311,37i9dQZF1E8PfgKraZNXwN,Out of Mind,spotify:track:4tLh6ilwgHAWnkui4hAR3p,https://p.scdn.co/mp3-preview/079ee7f3144ed80a8e55e84c9efbccb4885f6f05?cid=8ea9544c774649e49a2c2e41feb74396,Is the Is Are,DIIV,[],https://i.scdn.co/image/ab67616d00001e020ed03d87dfb5ab83be5396cb,https://i.scdn.co/image/ab67616d000048510ed03d87dfb5ab83be5396cb,0.478,0.955,11,-5.342,0,0.0542,0.000445,0.892,0.0541,0.545,154.899,188050,4
312,37i9dQZF1E8PfgKraZNXwN,Some Sunsick Day,spotify:track:7kXJUbAAPx2Bc4tKASpV5T,https://p.scdn.co/mp3-preview/03c6077221169f51a8b91602e843e2de63b6159e?cid=8ea9544c774649e49a2c2e41feb74396,Phase Zero,Morgan Delt,[],https://i.scdn.co/image/ab67616d00001e0279711d20bab297cfa7d62fa8,https://i.scdn.co/image/ab67616d0000485179711d20bab297cfa7d62fa8,0.486,0.632,1,-9.545,1,0.0302,0.427,0.748,0.0879,0.51,150.106,311280,3
313,37i9dQZF1E8PfgKraZNXwN,I'm an Outlaw,spotify:track:09JVN6Dcd6ntCK9yC3bLhy,https://p.scdn.co/mp3-preview/6055e5f6764ddc153d0d7ac7f53bde65e312806c?cid=8ea9544c774649e49a2c2e41feb74396,b'lieve i'm goin down...,Kurt Vile,[],https://i.scdn.co/image/ab67616d00001e025a4d0c41fe3f12fdd304b59f,https://i.scdn.co/image/ab67616d000048515a4d0c41fe3f12fdd304b59f,0.768,0.878,5,-7.474,0,0.0271,0.151,0.754,0.0771,0.965,113.696,261667,4
